pH,EC,Total Hardness,Ca,Mg,Cl,SO4,NO3,F,Potable,WQI,WQI_Category
7.82,1023.0,385.0,92.0,38.0,155.0,65.0,17.0,2.3,0,123.55761316872427,Poor
7.66,512.0,205.0,40.0,26.0,17.0,8.0,10.0,0.17,0,53.2757927862503,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.83,623.0,255.0,44.0,35.0,25.0,18.0,12.0,0.36,0,66.64451706608568,Good
7.93,802.0,300.0,60.0,36.0,37.0,20.0,15.0,0.16,0,75.58721859114016,Good
7.68,251.0,105.0,24.0,11.0,7.0,5.0,1.0,0.29,1,30.737666424594526,Excellent
7.68,697.0,315.0,84.0,26.0,50.0,32.0,43.0,0.45,0,89.39445654805131,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.89,1543.0,525.0,150.0,36.0,175.0,48.0,88.0,0.56,0,159.78733962720892,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.02,456.0,210.0,72.0,7.0,25.0,39.0,22.0,0.23,0,57.25248123940934,Good
7.97,1441.0,625.0,162.0,54.0,137.0,117.0,140.0,0.46,0,192.93277656741705,Poor
7.12,688.0,290.0,46.0,43.0,25.0,36.0,71.0,0.89,0,104.32413459210845,Poor
7.96,2010.0,875.0,264.0,52.0,255.0,82.0,177.0,0.52,0,253.39978213507624,Very Poor
8.21,782.0,290.0,102.0,9.0,30.0,11.0,19.0,0.26,0,73.3439845073832,Good
7.65,1560.0,635.0,144.0,67.0,370.0,43.0,77.0,0.4,0,175.79218106995884,Poor
7.33,588.0,260.0,64.0,24.0,70.0,41.0,5.0,0.79,0,69.12442507867345,Good
7.56,2723.0,910.0,244.0,73.0,625.0,52.0,28.0,0.45,0,225.08617768094894,Very Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.56,1010.0,400.0,124.0,22.0,75.0,54.0,65.0,1.21,0,126.17671266037279,Poor
7.49,826.0,310.0,118.0,4.0,62.0,51.0,46.0,0.86,0,96.38073105785523,Good
7.95,992.0,430.0,102.0,43.0,80.0,6.0,3.0,0.58,0,97.33551198257082,Good
7.45,1115.0,460.0,164.0,12.0,95.0,15.0,5.0,0.47,0,99.54998789639312,Good
7.23,1088.0,405.0,124.0,23.0,117.0,60.0,91.0,0.0,0,125.69118857419511,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.45,1888.0,585.0,204.0,18.0,320.0,96.0,154.0,0.23,0,201.7495763737594,Very Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.89,1893.0,805.0,196.0,77.0,350.0,74.0,51.0,0.32,0,193.943718228032,Poor
7.65,831.0,280.0,82.0,18.0,105.0,49.0,29.0,0.32,0,82.36625514403292,Good
7.86,1031.0,450.0,100.0,49.0,130.0,62.0,98.0,0.49,0,142.79617526022753,Poor
8.03,1413.0,420.0,88.0,49.0,140.0,46.0,35.0,0.57,0,123.69740982812878,Poor
7.8,1001.0,240.0,50.0,28.0,97.0,42.0,34.0,0.52,0,87.46569837811667,Good
7.29,1659.0,390.0,82.0,45.0,185.0,49.0,23.0,0.33,0,118.6327765674171,Poor
7.68,1207.0,265.0,76.0,18.0,115.0,35.0,15.0,0.58,0,87.180464778504,Good
7.53,1758.0,430.0,104.0,41.0,170.0,46.0,41.0,0.56,0,134.97772936335028,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.7,1809.0,395.0,86.0,44.0,162.0,38.0,39.0,0.48,0,130.541103848947,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.32,1660.0,475.0,152.0,23.0,407.0,52.0,254.0,0.72,0,232.19348825950132,Very Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.5,940.0,255.0,56.0,28.0,95.0,27.0,69.0,0.63,0,102.56681190994917,Poor
8.07,625.0,270.0,82.0,16.0,50.0,14.0,2.0,0.27,0,61.695231178891305,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.96,1235.0,430.0,106.0,40.0,77.0,16.0,58.0,0.54,0,125.2471072379569,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.04,712.0,265.0,70.0,22.0,27.0,34.0,2.0,0.5,0,66.88266763495521,Good
8.04,1789.0,440.0,112.0,39.0,180.0,102.0,104.0,0.55,0,165.360445412733,Poor
7.89,856.0,280.0,92.0,12.0,37.0,18.0,10.0,0.52,0,73.93919147906075,Good
8.09,789.0,305.0,78.0,27.0,50.0,18.0,3.0,0.54,0,75.08097312999274,Good
8.14,1145.0,315.0,68.0,35.0,62.0,48.0,16.0,0.59,0,93.38545146453643,Good
7.72,888.0,325.0,90.0,24.0,25.0,8.0,2.0,0.78,0,80.42108448317597,Good
7.76,656.0,260.0,68.0,22.0,25.0,10.0,12.0,0.57,0,68.71314451706608,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.72,1190.0,451.0,108.0,44.0,77.0,102.0,5.0,1.14,0,115.65318324860809,Poor
7.3,801.0,270.0,64.0,27.0,97.0,47.0,5.0,0.38,0,71.9847010409102,Good
7.83,1323.0,375.0,92.0,35.0,182.0,80.0,1.0,0.26,0,98.89307673686757,Good
8.08,667.0,225.0,64.0,16.0,25.0,16.0,11.0,0.81,0,67.27801984991527,Good
7.83,512.0,225.0,64.0,16.0,25.0,22.0,3.0,0.4,0,55.101307189542474,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.94,3498.0,1025.0,130.0,170.0,605.0,114.0,347.0,0.38,0,402.0942870975551,Unsuitable
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.87,926.0,305.0,84.0,23.0,80.0,23.0,3.0,0.49,0,78.13616557734204,Good
7.94,1488.0,325.0,68.0,38.0,280.0,46.0,4.0,0.52,0,103.92967804405714,Poor
7.68,1642.0,660.0,182.0,50.0,390.0,19.0,5.0,0.71,0,152.46647300895668,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.95,1844.0,510.0,74.0,79.0,267.0,37.0,5.0,1.1,0,145.9338658920358,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.06,2103.0,410.0,66.0,60.0,327.0,99.0,4.0,0.37,0,133.29721617041878,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.96,648.0,285.0,58.0,34.0,20.0,26.0,10.0,0.59,0,72.91007020091986,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.02,816.0,335.0,100.0,21.0,37.0,12.0,2.0,0.63,0,78.48252239167272,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.09,793.0,255.0,56.0,28.0,47.0,8.0,16.0,0.17,0,69.8357056402808,Good
7.53,282.0,85.0,20.0,9.0,20.0,2.0,5.0,0.21,1,29.860445412732997,Excellent
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.01,312.0,75.0,24.0,4.0,45.0,6.0,14.0,0.15,1,32.185064149116435,Excellent
7.07,312.0,80.0,16.0,10.0,30.0,4.0,12.0,0.12,1,31.840232389251998,Excellent
7.92,536.0,225.0,46.0,27.0,20.0,6.0,2.0,0.44,0,56.52130234809973,Good
7.45,600.0,185.0,42.0,19.0,62.0,18.0,67.0,0.07,0,75.78414427499395,Good
7.95,1956.0,455.0,138.0,27.0,385.0,52.0,2.0,0.36,0,129.5474461389494,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.07,1389.0,335.0,68.0,40.0,205.0,72.0,3.0,0.22,0,97.52033405954977,Good
7.96,1658.0,505.0,124.0,47.0,350.0,42.0,2.0,0.71,0,133.22282740256594,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.87,975.0,240.0,40.0,34.0,150.0,4.0,2.0,0.46,0,73.8789639312515,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.99,612.0,175.0,40.0,18.0,75.0,30.0,4.0,0.24,1,52.331275720164605,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.83,498.0,180.0,38.0,21.0,37.0,8.0,4.0,0.41,1,50.62764463810215,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.01,1191.0,345.0,112.0,16.0,192.0,2.0,12.0,0.48,0,94.7001452432825,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.91,735.0,150.0,32.0,17.0,80.0,2.0,7.0,0.93,1,61.21834906802228,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.04,925.0,255.0,35.0,41.0,32.0,20.0,17.0,0.98,0,85.16661825223916,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.48,1462.0,515.0,122.0,51.0,175.0,58.0,44.0,0.39,0,138.44650205761315,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.68,785.0,348.0,96.0,26.0,52.0,19.0,34.0,0.3,0,89.20062938755748,Good
7.58,2073.0,657.0,171.0,56.0,232.0,147.0,133.0,0.11,0,208.77397724521907,Very Poor
7.87,1935.0,578.0,161.0,43.0,130.0,564.0,7.0,0.43,0,159.45509561849428,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.78,1220.0,385.0,86.0,41.0,205.0,32.0,29.0,0.59,0,112.69559428709753,Poor
7.8,2102.0,705.0,144.0,84.0,507.0,55.0,123.0,1.15,0,232.18380537400148,Very Poor
8.02,588.0,235.0,88.0,4.0,32.0,3.0,10.0,0.56,0,61.16976519002663,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.77,512.0,230.0,50.0,26.0,32.0,13.0,6.0,0.32,0,57.07741466957154,Good
8.03,1089.0,300.0,44.0,46.0,62.0,27.0,24.0,0.43,0,92.13115468409586,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.06,1128.0,480.0,102.0,55.0,80.0,42.0,5.0,1.17,0,117.45194868070685,Poor
7.84,1477.0,525.0,164.0,28.0,315.0,32.0,66.0,0.24,0,147.77668845315904,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.12,1248.0,185.0,44.0,18.0,195.0,21.0,76.0,0.41,0,104.24703461631564,Poor
7.92,776.0,360.0,50.0,57.0,32.0,26.0,42.0,0.23,0,96.61554103122728,Good
8.01,888.0,245.0,64.0,21.0,87.0,25.0,60.0,0.42,0,93.15693536673928,Good
7.99,945.0,360.0,100.0,27.0,60.0,14.0,77.0,1.23,0,124.2798353909465,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.99,905.0,355.0,88.0,33.0,62.0,20.0,35.0,0.56,0,98.18477366255144,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.73,802.0,280.0,72.0,24.0,102.0,30.0,4.0,0.07,0,68.29358508835632,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.09,1345.0,565.0,76.0,91.0,100.0,10.0,13.0,1.04,0,138.13447107237957,Poor
7.7,376.0,140.0,30.0,16.0,50.0,4.0,6.0,0.11,1,39.59912854030501,Excellent
7.71,1905.0,495.0,144.0,33.0,352.0,45.0,49.0,0.25,0,150.15887194383927,Poor
7.98,745.0,210.0,56.0,17.0,62.0,22.0,13.0,0.39,0,64.42503025901718,Good
7.96,712.0,265.0,58.0,29.0,20.0,2.0,2.0,0.27,0,63.395666908738804,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.9,795.0,305.0,78.0,27.0,32.0,12.0,28.0,0.09,0,79.04049866860323,Good
7.67,1189.0,525.0,184.0,16.0,87.0,180.0,8.0,0.3,0,114.63430162188331,Poor
7.71,974.0,390.0,120.0,22.0,62.0,92.0,6.0,0.34,0,90.2720406681191,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.0,802.0,220.0,50.0,23.0,30.0,80.0,2.0,0.42,0,64.78237714839022,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.85,545.0,242.0,62.0,21.0,22.0,10.0,18.0,0.49,0,65.1841684822077,Good
7.83,492.0,237.0,51.0,26.0,40.0,11.0,24.0,0.74,0,69.92846768336965,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
6.8,640.0,258.0,37.0,40.0,20.0,47.0,24.0,0.49,0,74.61728395061729,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.09,600.0,281.0,37.0,46.0,17.0,18.0,28.0,0.61,0,80.21842168966351,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.03,842.0,409.0,47.0,71.0,121.0,8.0,7.0,0.68,0,98.92662793512466,Good
7.98,890.0,351.0,60.0,49.0,104.0,48.0,43.0,0.35,0,102.34231420963445,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.15,675.0,247.0,24.0,45.0,17.0,6.0,21.0,0.69,0,75.59992737835874,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.04,985.0,459.0,60.0,75.0,99.0,21.0,28.0,0.53,0,115.27114500121036,Poor
7.81,1176.0,567.0,113.0,69.0,168.0,11.0,123.0,0.1,0,166.8764705882353,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.96,720.0,350.0,34.0,64.0,52.0,22.0,12.0,0.25,0,83.2800290486565,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.05,883.0,437.0,41.0,81.0,79.0,35.0,60.0,0.17,0,119.59673202614377,Poor
8.0,1285.0,567.0,106.0,73.0,158.0,52.0,37.0,0.11,0,136.13258290970708,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.98,1325.0,407.0,120.0,26.0,183.0,30.0,24.0,0.25,0,109.18511256354394,Poor
7.76,930.0,452.0,66.0,70.0,114.0,29.0,7.0,0.19,0,100.21849431130477,Poor
7.7,1610.0,647.0,225.0,21.0,121.0,51.0,0.0,0.62,0,136.64727668845316,Poor
7.81,550.0,206.0,49.0,20.0,62.0,13.0,35.0,0.22,0,65.9353183248608,Good
7.88,390.0,154.0,42.0,12.0,27.0,12.0,0.0,0.43,1,42.2720406681191,Excellent
8.0,1585.0,619.0,77.0,104.0,183.0,26.0,130.0,0.35,0,194.6264100702009,Poor
7.57,420.0,196.0,27.0,31.0,22.0,8.0,0.0,0.14,1,46.01423384168482,Excellent
8.09,785.0,361.0,39.0,64.0,47.0,36.0,23.0,0.69,0,96.67932703945777,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.82,582.0,253.0,62.0,24.0,82.0,22.0,3.0,0.14,0,59.52222222222222,Good
8.12,780.0,356.0,37.0,64.0,35.0,19.0,0.0,0.19,0,79.38489469862019,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.84,990.0,458.0,100.0,50.0,134.0,58.0,48.0,0.02,0,116.17298474945534,Poor
7.51,1630.0,686.0,147.0,77.0,265.0,137.0,97.0,0.37,0,192.61050593076737,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.7,1280.0,330.0,80.0,32.0,182.0,52.0,2.0,0.39,0,93.30859356088114,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.01,769.0,315.0,100.0,16.0,65.0,104.0,5.0,0.1,0,73.27874606632777,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.14,773.0,255.0,68.0,21.0,55.0,22.0,3.0,0.38,0,66.56899055918664,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.9,546.0,210.0,48.0,22.0,40.0,18.0,4.0,0.15,0,52.64173323650448,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.81,957.0,375.0,64.0,52.0,92.0,30.0,23.0,0.6,0,100.71926894214477,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.55,2086.0,415.0,84.0,50.0,287.0,122.0,23.0,0.12,0,136.07293633502783,Poor
8.05,945.0,345.0,62.0,46.0,62.0,104.0,2.0,0.21,0,84.84199951585572,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.82,2110.0,570.0,150.0,47.0,222.0,30.0,60.0,0.12,0,164.0716049382716,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.51,808.0,365.0,90.0,34.0,47.0,34.0,9.0,0.24,0,82.01750181554104,Good
7.07,755.0,315.0,86.0,24.0,72.0,28.0,41.0,0.51,0,90.27191963205034,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.11,598.0,225.0,58.0,19.0,40.0,22.0,7.0,0.37,0,58.5396998305495,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.3,362.0,165.0,44.0,13.0,7.0,20.0,12.0,0.28,1,45.14313725490196,Excellent
7.0,1775.0,700.0,228.0,32.0,327.0,52.0,38.0,0.34,0,165.89610263858629,Poor
